pmid,pmcid,title,journal,insert_time
34222455,PMC8223835,Long-term response to avelumab and management of oligoprogression in Merkel cell carcinoma: A case report.,World J Clin Cases,2023-12-17-22-14-37
34234499,PMC8254521,Usefulness of Dermoscopy to Provide Accurate Assessment of Skin Cancers.,Clin Cosmet Investig Dermatol,2023-12-17-22-14-37
34257989,PMC8259794,Merkel cell carcinoma on the right calf in association with chronic lymphocytic leukemia: A case report.,Clin Case Rep,2023-12-17-22-14-37
34269527,PMC8419775,An analysis of the use of targeted therapies in patients with advanced Merkel cell carcinoma and an evaluation of genomic correlates of response.,Cancer Med,2023-12-17-22-14-37
34277480,PMC8101657,Merkel cell carcinoma metastatic to the testis: report of a rare diagnosis and review of the literature.,Autops Case Rep,2023-12-17-22-14-37
34280870,PMC8233908,Coronavirus disease 2019 vaccine mimics lymph node metastases in patients undergoing skin cancer follow-up: A monocentre study.,Eur J Cancer,2023-12-17-22-14-37
34281220,PMC8267701,Identification of the Merkel Cell Polyomavirus Large Tumor Antigen Ubiquitin Conjugation Residue.,Int J Mol Sci,2023-12-17-22-14-37
34295956,PMC8282978,Merkel cell carcinoma associated with tofacitinib therapy.,JAAD Case Rep,2023-12-17-22-14-37
34298632,PMC8307089,Intersection of Two Checkpoints: Could Inhibiting the DNA Damage Response Checkpoint Rescue Immune Checkpoint-Refractory Cancer?,Cancers (Basel),2023-12-17-22-14-37
34298720,PMC8305628,"Merkel Cell Carcinoma of the Head and Neck: Epidemiology, Pathogenesis, Current State of Treatment and Future Directions.",Cancers (Basel),2023-12-17-22-14-37
34298962,PMC8307573,Cd34+ Stromal Cells/Telocytes in Normal and Pathological Skin.,Int J Mol Sci,2023-12-17-22-14-37
34301810,PMC8311489,First-line avelumab in a cohort of 116 patients with metastatic Merkel cell carcinoma (JAVELIN Merkel 200): primary and biomarker analyses of a phase II study.,J Immunother Cancer,2023-12-17-22-14-37
34310716,PMC9291083,Avelumab expanded access program in metastatic Merkel cell carcinoma: Efficacy and safety findings from patients in Europe and the Middle East.,Int J Cancer,2023-12-17-22-14-37
34321490,PMC8319407,Elevated levels of Merkel cell polyoma virus in the anophthalmic conjunctiva.,Sci Rep,2023-12-17-22-14-37
34331569,PMC8724115,LRIG1 is a positive prognostic marker in Merkel cell carcinoma and Merkel cell carcinoma expresses epithelial stem cell markers.,Virchows Arch,2023-12-17-22-14-37
34359608,PMC8345130,Selective Inhibition of Aurora Kinase A by AK-01/LY3295668 Attenuates MCC Tumor Growth by Inducing MCC Cell Cycle Arrest and Apoptosis.,Cancers (Basel),2023-12-17-22-14-37
34396219,PMC8352130,Metastatic Merkel Cell Carcinoma Resulting in Complete Heart Block.,JACC CardioOncol,2023-12-17-22-14-37
34399838,PMC8365948,Characterizing DNA methylation signatures and their potential functional roles in Merkel cell carcinoma.,Genome Med,2023-12-17-22-14-37
34434683,PMC8380460,Merkel Cell Carcinoma in the Setting of Chronic Lymphocytic Leukemia and Diffuse Large B-Cell Lymphoma.,Cureus,2023-12-17-22-14-37
34445385,PMC8395396,T-Cell Responses in Merkel Cell Carcinoma: Implications for Improved Immune Checkpoint Blockade and Other Therapeutic Options.,Int J Mol Sci,2023-12-17-22-14-37
34448958,PMC8395379,Immunotherapy for Non-melanoma Skin Cancer.,Curr Oncol Rep,2023-12-17-22-14-37
34480528,PMC8525132,Association of marital status with stage and survival in patients with mycosis fungoides: A population-based study.,Cancer Med,2023-12-17-22-14-37
34484871,PMC8409756,Avelumab internalization by human circulating immune cells is mediated by both Fc gamma receptor and PD-L1 binding.,Oncoimmunology,2023-12-17-22-14-37
34485762,PMC8408430,Should Sentinel Lymph Node Biopsy Status Guide Adjuvant Radiation Therapy in Patients With Merkel Cell Carcinoma?,Adv Radiat Oncol,2023-12-17-22-14-37
34494169,PMC8677689,Merkel Cell Carcinoma: Changing Practice Patterns and Impact on Recurrence-Free and Overall Survival at a Single Institution and Nationally.,Ann Surg Oncol,2023-12-17-22-14-37
34522748,PMC8427236,Merkel cell carcinoma can be indolent: A case with 7 locoregional recurrences over 15 years highlights the importance of patient-tailored management.,JAAD Case Rep,2023-12-17-22-14-37
34541577,PMC8447486,Folate hydrolase-1 (FOLH1) is a novel target for antibody-based brachytherapy in Merkel cell carcinoma.,Skin Health Dis,2023-12-17-22-14-37
34556252,PMC8162820,Effect of the COVID-19 Pandemic on Delayed Skin Cancer Services.,Dermatol Clin,2023-12-17-22-14-37
34566942,PMC8457551,From Merkel Cell Polyomavirus Infection to Merkel Cell Carcinoma Oncogenesis.,Front Microbiol,2023-12-17-22-14-37
34593967,PMC8964828,Genomic evidence suggests that cutaneous neuroendocrine carcinomas can arise from squamous dysplastic precursors.,Mod Pathol,2023-12-17-22-14-37
34611173,PMC8492671,Development of a therapeutic vaccine targeting Merkel cell polyomavirus capsid protein VP1 against Merkel cell carcinoma.,NPJ Vaccines,2023-12-17-22-14-37
34616395,PMC8488393,Efficacy of Immune Checkpoint Inhibitors in Rare Tumours: A Systematic Review.,Front Immunol,2023-12-17-22-14-37
34622124,PMC8493100,The treatment of Merkel cell carcinoma with immune checkpoint inhibitors: implications for patients with rheumatoid arthritis.,Rheumatol Adv Pract,2023-12-17-22-14-37
34629908,PMC8495228,Spontaneous Regression of Merkel Cell Carcinoma: Case Report.,Int Med Case Rep J,2023-12-17-22-14-37
34631574,PMC8495203,Merkel Cell Carcinoma: An Immunotherapy Fairy-Tale?,Front Oncol,2023-12-17-22-14-37
34638427,PMC8508019,Beyond Nicotinamide Metabolism: Potential Role of Nicotinamide N-Methyltransferase as a Biomarker in Skin Cancers.,Cancers (Basel),2023-12-17-22-14-37
34638968,PMC8508588,Multimodal Strategy in Localized Merkel Cell Carcinoma: Where Are We and Where Are We Heading?,Int J Mol Sci,2023-12-17-22-14-37
34645763,PMC9152852,Polyomavirus-associated Primary Gastric Merkel Cell Carcinoma.,Intern Med,2023-12-17-22-14-37
34667274,PMC8724008,DNA-methylation patterns imply a common cellular origin of virus- and UV-associated Merkel cell carcinoma.,Oncogene,2023-12-17-22-14-37
34698134,PMC8544578,A Review of Immunocryosurgery and a Practical Guide to Its Applications.,Diseases,2023-12-17-22-14-37
34715570,PMC8564559,Avelumab in patients with previously treated metastatic Merkel cell carcinoma (JAVELIN Merkel 200): updated overall survival data after >5 years of follow-up.,ESMO Open,2023-12-17-22-14-37
34722054,PMC8545516,The Association of Radiation Therapy and Chemotherapy on Overall Survival in Merkel Cell Carcinoma: A Population-Based Analysis.,Cureus,2023-12-17-22-14-37
34724284,PMC8748213,Merkel cell polyomavirus-negative Merkel cell carcinoma is associated with JAK-STAT and MEK-ERK pathway activation.,Cancer Sci,2023-12-17-22-14-37
34733257,PMC8558461,Natural History of Cutaneous Human Polyomavirus Infection in Healthy Individuals.,Front Microbiol,2023-12-17-22-14-37
34733278,PMC8558529,Decreased IgG Antibody Response to Viral Protein Mimotopes of Oncogenic Merkel Cell Polyomavirus in Sera From Healthy Elderly Subjects.,Front Immunol,2023-12-17-22-14-37
34761184,PMC8567380,Merkel cell polyomavirus T-antigens regulate DICER1 mRNA stability and translation through HSC70.,iScience,2023-12-17-22-14-37
34766373,PMC9299685,Immune activity in Merkel cell carcinoma.,J Dermatol,2023-12-17-22-14-37
34768895,PMC8584046,Epigenetic Dysregulations in Merkel Cell Polyomavirus-Driven Merkel Cell Carcinoma.,Int J Mol Sci,2023-12-17-22-14-37
34817859,PMC9298988,Targeting CD56 with an antibody-drug conjugate in Merkel cell carcinoma.,Br J Dermatol,2023-12-17-22-14-37
34821054,PMC8704145,Effects of surgery on survival of patients aged 75 years or older with Merkel cell carcinoma.,Cancer Med,2023-12-17-22-14-37
34869814,PMC8626794,Bespoke circulating tumor DNA as a biomarker for treatment response in a refractory Merkel cell carcinoma patient.,JAAD Case Rep,2023-12-17-22-14-37
34920178,PMC8715208,Merkel cell polyomavirus and associated Merkel cell carcinoma.,Tumour Virus Res,2023-12-17-22-14-37
34921021,PMC9365383,Model-Based Characterization of the Bidirectional Interaction Between Pharmacokinetics and Tumor Growth Dynamics in Patients with Metastatic Merkel Cell Carcinoma Treated with Avelumab.,Clin Cancer Res,2023-12-17-22-14-37
34943208,PMC8698953,Merkel Cell Carcinoma: From Pathobiology to Clinical Management.,Biology (Basel),2023-12-17-22-14-37
34946324,PMC8703259,Volumetric Modulated Arc Therapy Capabilities for Treating Lower-Extremity Skin Affected by Several Merkel Cell Carcinoma Nodules: When Technological Advances Effectively Achieve the Palliative Therapeutic Goal while Minimising the Risk of Potential Toxicities.,Medicina (Kaunas),2023-12-17-22-14-37
34946878,PMC8701953,Is miRNA Regulation the Key to Controlling Non-Melanoma Skin Cancer Evolution?,Genes (Basel),2023-12-17-22-14-37
34950900,PMC8672150,New interpretable machine-learning method for single-cell data reveals correlates of clinical response to cancer immunotherapy.,Patterns (N Y),2023-12-17-22-14-37
34956771,PMC8675577,An Extremely Rare Case of Metastatic Merkel Carcinoma of the Liver.,Cureus,2023-12-17-22-14-37
34964766,PMC8615296,The texture of collagen in the microenvironments of Merkel cell carcinoma.,Medicine (Baltimore),2023-12-17-22-14-37
34974547,PMC8720396,"NeuN, a DNA-binding neuron-specific protein expressed by Merkel cell carcinoma: analysis of 15 cases.",Pathologica,2023-12-17-22-14-37
34976795,PMC8718393,"Merkel Cell Carcinoma: Evaluation of the Clinico-Pathological Characteristics, Treatment Strategies and Prognostic Factors in a Monocentric Retrospective Series (n=143).",Front Oncol,2023-12-17-22-14-37
34988009,PMC8720968,Immune Checkpoint Inhibition in Non-Melanoma Skin Cancer: A Review of Current Evidence.,Front Oncol,2023-12-17-22-14-37
35003017,PMC8727593,Single-Molecule RNA Sequencing Reveals IFNγ-Induced Differential Expression of Immune Escape Genes in Merkel Cell Polyomavirus-Positive MCC Cell Lines.,Front Microbiol,2023-12-17-22-14-37
35053584,PMC8773590,Treatment of Locally Advanced Merkel Cell Carcinoma-A Multi-Center Study.,Cancers (Basel),2023-12-17-22-14-37
35062263,PMC8781562,Merkel Cell Polyomavirus: Oncogenesis in a Stable Genome.,Viruses,2023-12-17-22-14-37
35074902,PMC8788332,Clinical and molecular characteristics associated with response to therapeutic PD-1/PD-L1 inhibition in advanced Merkel cell carcinoma.,J Immunother Cancer,2023-12-17-22-14-37
35082613,PMC8739865,An Extensive Case of Merkel Cell Carcinoma due to Fright of COVID-19.,Case Rep Dermatol,2023-12-17-22-14-37
35083368,PMC8786245,Merkel cell carcinoma in the hand. Report of two cases.,Case Reports Plast Surg Hand Surg,2023-12-17-22-14-37
35098389,PMC9508022,Pan-immune-inflammation value independently predicts disease recurrence in patients with Merkel cell carcinoma.,J Cancer Res Clin Oncol,2023-12-17-22-14-37
35128847,PMC8921907,Merkel cell carcinoma in lymph nodes with and without primary origin.,Cancer Med,2023-12-17-22-14-37
35143422,PMC8970662,Direct cellular reprogramming enables development of viral T antigen-driven Merkel cell carcinoma in mice.,J Clin Invest,2023-12-17-22-14-37
35156001,PMC8827011,Generalizable EHR-R-REDCap pipeline for a national multi-institutional rare tumor patient registry.,JAMIA Open,2023-12-17-22-14-37
35159045,PMC8833781,Antibody-Drug Conjugates as an Emerging Therapy in Oncodermatology.,Cancers (Basel),2023-12-17-22-14-37
35166465,PMC9007597,Model-informed drug development supporting the approval of the avelumab flat-dose regimen in patients with advanced renal cell carcinoma.,CPT Pharmacometrics Syst Pharmacol,2023-12-17-22-14-37
35185049,PMC9492485,Avelumab-induced Pneumonitis in Metastatic Merkel Cell Carcinoma.,Intern Med,2023-12-17-22-14-37
35198232,PMC8858387,Outcome of patient with myasthenia gravis with the use of immunotherapy in metastatic Merkel cell carcinoma.,Oxf Med Case Reports,2023-12-17-22-14-37
35205840,PMC8870341,Organotypic Epithelial Raft Cultures as a Three-Dimensional In Vitro Model of Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
35208592,PMC8877636,A Challenging Nodular Lesion of the Ear.,Medicina (Kaunas),2023-12-17-22-14-37
35216020,PMC8876850,"Prevalence of MCPyV, HPyV6, HPyV7 and TSPyV in Actinic Keratosis Biopsy Specimens.",Viruses,2023-12-17-22-14-37
35223493,PMC8867579,Tertiary Lymphoid Structures and Chemokine Landscape in Virus-Positive and Virus-Negative Merkel Cell Carcinoma.,Front Oncol,2023-12-17-22-14-37
35227290,PMC8883689,A pan-cancer landscape of telomeric content shows that RAD21 and HGF alterations are associated with longer telomeres.,Genome Med,2023-12-17-22-14-37
35243404,PMC8873923,"Survival outcomes and epidemiology of Merkel cell carcinoma of the lower limb and hip: A Surveillance, Epidemiology, and End Results analysis 2000-2018.",JAAD Int,2023-12-17-22-14-37
35251726,PMC8894019,Merkel Cell Carcinoma of the Left Eyelid with Metastasis to the Left Submandibular Lymph Nodes: A Case Report and Brief Review.,Case Rep Ophthalmol Med,2023-12-17-22-14-37
35252278,PMC8894769,Prognostic Value of Radiotherapy and Chemotherapy in Stage I-III Merkel Cell Carcinoma.,Front Med (Lausanne),2023-12-17-22-14-37
35274087,PMC8903180,BodyMapR: an R package and Shiny application designed to generate anatomical visualizations of cancer lesions.,JAMIA Open,2023-12-17-22-14-37
35277927,PMC9539519,Combined robotic inguinal and iliac-obturator lymphadenectomy for stage III skin cancers: Surgical technique and preliminary results.,Int J Med Robot,2023-12-17-22-14-37
35282160,PMC8904380,A case report of 2 patients developing multiple Merkel cell carcinomas-using comparative genomic hybridization to elucidate tumor relationship.,JAAD Case Rep,2023-12-17-22-14-37
35348934,PMC8966238,Optical scan and 3D printing guided radiation therapy - an application and provincial experience in cutaneous nasal carcinoma.,3D Print Med,2023-12-17-22-14-37
35350569,PMC8957841,The Role of Histone Post-Translational Modifications in Merkel Cell Carcinoma.,Front Oncol,2023-12-17-22-14-37
35350573,PMC8958012,Immune Checkpoint Inhibitor-Induced Hypophysitis and Patterns of Loss of Pituitary Function.,Front Oncol,2023-12-17-22-14-37
35351092,PMC8962009,Vulvar neuroendocrine carcinoma that is independent of merkel cell polyomavirus and human papillomavirus suggests endometrial cancer recurrence: a case report.,BMC Endocr Disord,2023-12-17-22-14-37
35382641,PMC8995547,Advances in Immunology: A Cornerstone in Diagnosis and Therapy of Merkel Cell Carcinoma.,J Investig Med High Impact Case Rep,2023-12-17-22-14-37
35392226,PMC8980839,Prevalence of Merkel Cell Polyomavirus in Normal and Lesional Skin: A Systematic Review and Meta-Analysis.,Front Oncol,2023-12-17-22-14-37
35394247,PMC9468084,Predictors of Nodal Metastasis in Cutaneous Head and Neck Cancers.,Curr Oncol Rep,2023-12-17-22-14-37
35409061,PMC8998536,The Merkel Cell Polyomavirus T-Antigens and IL-33/ST2-IL1RAcP Axis: Possible Role in Merkel Cell Carcinoma.,Int J Mol Sci,2023-12-17-22-14-37
35415535,PMC8991543,Merkel Cell Carcinoma of the Hand in a Young Patient.,J Hand Surg Glob Online,2023-12-17-22-14-37
35422991,PMC9005209,Treatment of in-transit Merkel cell carcinoma by isolated limb infusion with cytotoxic drugs.,J Surg Case Rep,2023-12-17-22-14-37
35469479,PMC9087252,Rapid subcutaneous progression after immunotherapy in pretreated patients with metastatic carcinoma: two case reports.,J Int Med Res,2023-12-17-22-14-37
35485165,PMC9678092,Lymph node ratio predicts efficacy of postoperative radiation therapy in nonmetastatic Merkel cell carcinoma: A population-based analysis.,Cancer Med,2023-12-17-22-14-37
35494063,PMC9050200,Hemato-Oncological Diseases as Risk Factor for Recurrence or Metastasis of Pleomorphic Dermal Sarcoma.,Front Oncol,2023-12-17-22-14-37
35507536,PMC9067639,"BOXR1030, an anti-GPC3 CAR with exogenous GOT2 expression, shows enhanced T cell metabolism and improved anti-cell line derived tumor xenograft activity.",PLoS One,2023-12-17-22-14-37
35545493,PMC9552279,Health literacy strategies to improve engagement of Merkel cell carcinoma patients in their care.,J Plast Reconstr Aesthet Surg,2023-12-17-22-14-37
35551625,PMC9135831,"Clinical-Pathological Evaluation and Prognostic Analysis of 228 Merkel Cell Carcinomas Focusing on Tumor-Infiltrating Lymphocytes, MCPYV Infection and ALK Expression.",Endocr Pathol,2023-12-17-22-14-37
35560034,PMC9132321,Merkel cell polyomavirus large T antigen binding to pRb promotes skin hyperplasia and tumor development.,PLoS Pathog,2023-12-17-22-14-37
35601863,PMC9116095,Merkel cell carcinoma of the eyelid and periocular region: A review.,Saudi J Ophthalmol,2023-12-17-22-14-37
35607918,PMC9796956,"Clinicopathological features, MCPyV status and outcomes of Merkel cell carcinoma in solid-organ transplant recipients: a retrospective, multicentre cohort study.",J Eur Acad Dermatol Venereol,2023-12-17-22-14-37
35620264,PMC9124612,Development of metastatic Merkel cell carcinoma following the excision of same-sided recurrent auricular melanoma.,Clin Case Rep,2023-12-17-22-14-37
35626169,PMC9140049,Use of Thiazide Diuretics and Risk of All Types of Skin Cancers: An Updated Systematic Review and Meta-Analysis.,Cancers (Basel),2023-12-17-22-14-37
35631328,PMC9146542,Toward the Identification of Natural Antiviral Drug Candidates against Merkel Cell Polyomavirus: Computational Drug Design Approaches.,Pharmaceuticals (Basel),2023-12-17-22-14-37
35663768,PMC9060125,Merkel cell carcinoma.,Skin Health Dis,2023-12-17-22-14-37
35665203,PMC9060007,Gender and immunosuppression impact on Merkel cell carcinoma diagnosis and prognosis. A population based cohort study.,Skin Health Dis,2023-12-17-22-14-37
35666757,PMC9545466,Talimogene laherparepvec resulting in near-complete response in a patient with treatment-refractory Merkel cell carcinoma.,Australas J Dermatol,2023-12-17-22-14-37
35688945,PMC9249628,Addiction of Merkel cell carcinoma to MUC1-C identifies a potential new target for treatment.,Oncogene,2023-12-17-22-14-37
35692782,PMC9186106,Editorial: Environment and Skin Cancer.,Front Oncol,2023-12-17-22-14-37
35701070,PMC9198700,Nationwide multidisciplinary consensus on the clinical management of Merkel cell carcinoma: a Delphi panel.,J Immunother Cancer,2023-12-17-22-14-37
35721336,PMC9171188,Intralymphatic Histiocytosis Associated with Osteoarthritis: A Case Report.,Ann Dermatol,2023-12-17-22-14-37
35726233,PMC9206517,Merkel Cell Carcinoma on the Forearm: A Case Report and Literature Review.,Clin Cosmet Investig Dermatol,2023-12-17-22-14-37
35740501,PMC9221374,"PET-CT in Clinical Adult Oncology-VI. Primary Cutaneous Cancer, Sarcomas and Neuroendocrine Tumors.",Cancers (Basel),2023-12-17-22-14-37
35743435,PMC9225110,Identifying Candidates for Immunotherapy among Patients with Non-Melanoma Skin Cancer: A Review of the Potential Predictors of Response.,J Clin Med,2023-12-17-22-14-37
35743679,PMC9224776,Merkel Cell Carcinoma Display PIEZO2 Immunoreactivity.,J Pers Med,2023-12-17-22-14-37
35755000,PMC9216707,Driving innovation for rare skin cancers: utilizing common tumours and machine learning to predict immune checkpoint inhibitor response.,Immunooncol Technol,2023-12-17-22-14-37
35775490,PMC9246387,Reversal of viral and epigenetic HLA class I repression in Merkel cell carcinoma.,J Clin Invest,2023-12-17-22-14-37
35782370,PMC9138913,Liver biochemical flare with immune checkpoint therapy in metastatic Merkel cell carcinoma: A liver biopsy is always necessary.,Hepatol Forum,2023-12-17-22-14-37
35801592,PMC9310528,Milademetan is a highly potent MDM2 inhibitor in Merkel cell carcinoma.,JCI Insight,2023-12-17-22-14-37
35836414,PMC9273964,Immunoinformatics- and Bioinformatics-Assisted Computational Designing of a Novel Multiepitopes Vaccine Against Cancer-Causing Merkel Cell Polyomavirus.,Front Microbiol,2023-12-17-22-14-37
35847482,PMC9284205,Cabozantinib for the treatment of solid tumors: a systematic review.,Ther Adv Med Oncol,2023-12-17-22-14-37
35862385,PMC9302831,High prevalence of p16 staining in malignant tumors.,PLoS One,2023-12-17-22-14-37
35879929,PMC9307455,Comorbid immunosuppression in Merkel cell carcinoma: A retrospective database study.,JAAD Int,2023-12-17-22-14-37
35884486,PMC9325124,The Role of Citrate Homeostasis in Merkel Cell Carcinoma Pathogenesis.,Cancers (Basel),2023-12-17-22-14-37
35890361,PMC9323617,"Short-Interval, Low-Dose Peptide Receptor Radionuclide Therapy in Combination with PD-1 Checkpoint Immunotherapy Induces Remission in Immunocompromised Patients with Metastatic Merkel Cell Carcinoma.",Pharmaceutics,2023-12-17-22-14-37
35892849,PMC9331388,Activation of Oncogenic and Immune-Response Pathways Is Linked to Disease-Specific Survival in Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
35902131,PMC9341183,Society for Immunotherapy of Cancer (SITC) clinical practice guideline on immunotherapy for the treatment of nonmelanoma skin cancer.,J Immunother Cancer,2023-12-17-22-14-37
35937502,PMC9348696,Glypican-3 (GPC3) is associated with MCPyV-negative status and impaired outcome in Merkel cell carcinoma.,Oncotarget,2023-12-17-22-14-37
35959476,PMC9358419,Revisiting the single-eyelid hughes reconstruction - A report of two cases.,Am J Ophthalmol Case Rep,2023-12-17-22-14-37
35974123,PMC9380677,Application of immune enhanced organoids in modeling personalized Merkel cell carcinoma research.,Sci Rep,2023-12-17-22-14-37
35981787,PMC9394192,Real-world clinical outcomes with avelumab in patients with Merkel cell carcinoma treated in the USA: a multicenter chart review study.,J Immunother Cancer,2023-12-17-22-14-37
35996443,PMC9391507,Merkel cell carcinoma in a young female on infliximab.,JAAD Case Rep,2023-12-17-22-14-37
36007768,PMC9449649,Synergistic targeting of the PI3K/mTOR and MAPK/ERK pathways in Merkel cell carcinoma.,Tumour Virus Res,2023-12-17-22-14-37
36031755,PMC9438938,Metachronous Testicular Metastases from Merkel Cell Carcinoma (MCC): A Case Report and Literature Review.,Am J Case Rep,2023-12-17-22-14-37
36046256,PMC9421084,Head and Neck Merkel Cell Carcinoma: A 12-Year Single Institutional Experience.,JPRAS Open,2023-12-17-22-14-37
36059359,PMC9429821,Delivery of Online Adaptive MRI-Guided Radiation Therapy for a Deaf Patient.,Cureus,2023-12-17-22-14-37
36090385,PMC9449643,Hyperpigmented nodule on a young Black man.,JAAD Case Rep,2023-12-17-22-14-37
36090712,PMC9454360,Skin manifestations of neuroendocrine neoplasms: review of the literature.,Postepy Dermatol Alergol,2023-12-17-22-14-37
36096539,PMC9472105,Correction: Nationwide multidisciplinary consensus on the clinical management of Merkel cell carcinoma: a Delphi panel.,J Immunother Cancer,2023-12-17-22-14-37
36130542,PMC9379658,Merkel cell carcinoma brain metastasis with radiological findings mimicking primary CNS lymphoma: illustrative case.,J Neurosurg Case Lessons,2023-12-17-22-14-37
36134061,PMC9481196,A Primary Extracutaneous Presentation of Merkel Cell Carcinoma.,Cureus,2023-12-17-22-14-37
36146655,PMC9506461,Therapeutic Potential of 5'-Methylschweinfurthin G in Merkel Cell Polyomavirus-Positive Merkel Cell Carcinoma.,Viruses,2023-12-17-22-14-37
36158508,PMC9372868,Ectopic Cushing's syndrome in a patient with metastatic Merkel cell carcinoma: A case report.,World J Clin Cases,2023-12-17-22-14-37
36211630,PMC9536094,Partial Gastric Resection for Symptomatic Anemia following Diagnosis of Merkel Cell Carcinoma (MCC) of the Skin with Gastric Metastasis.,Clin Med Insights Case Rep,2023-12-17-22-14-37
36230698,PMC9563944,Nodal Merkel Cell Carcinoma with Unknown Primary Site and No Distant Metastasis: A Single-Center Series.,Cancers (Basel),2023-12-17-22-14-37
36248207,PMC9558042,Mohs micrographic surgery reduces the need for a repeat surgery for primary Merkel cell carcinoma when compared to wide local excision: A retrospective cohort study of a commercial insurance claims database.,JAAD Int,2023-12-17-22-14-37
36248985,PMC9562919,The impact of merkel cell polyomavirus positivity on prognosis of merkel cell carcinoma: A systematic review and meta-analysis.,Front Oncol,2023-12-17-22-14-37
36252564,PMC9472219,Transcriptional and functional analyses of neoantigen-specific CD4 T cells during a profound response to anti-PD-L1 in metastatic Merkel cell carcinoma.,J Immunother Cancer,2023-12-17-22-14-37
36257209,PMC9576539,Unravelling the landscape of skin cancer through single-cell transcriptomics.,Transl Oncol,2023-12-17-22-14-37
36262427,PMC9574710,"Merkel cell carcinoma: Epidemiology, disease presentation, and current clinical practice outcomes.",JAAD Int,2023-12-17-22-14-37
36276497,PMC9533363,"Combined treatment with radiotherapy, chemotherapy and avelumab results in regression of metastatic Merkel cell carcinoma and improvement of associated Lambert-Eaton myasthenic syndrome: A case report.",Oncol Lett,2023-12-17-22-14-37
36277148,PMC9535395,Wide local excision for Merkel cell carcinoma of the lower extremity: A case report.,Exp Ther Med,2023-12-17-22-14-37
36290847,PMC9600681,A Regional Survey on Merkel Cell Carcinoma: A Plea for Uniform Patient Journey Modeling and Diagnostic-Therapeutic Pathway.,Curr Oncol,2023-12-17-22-14-37
36291843,PMC9600131,Patterns of Care and Data Quality in a National Registry of Black and White Patients with Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
36291924,PMC9600113,Defining the Profile of Patients with Primary Merkel Cell Carcinoma in Central Italy: A Retrospective Analysis.,Cancers (Basel),2023-12-17-22-14-37
36298750,PMC9610963,Comparison of Quantitative Real-Time PCR and Digital PCR to Detect the Polyomavirus in Merkel Cell Carcinoma.,Viruses,2023-12-17-22-14-37
36298759,PMC9607385,Current In Vitro and In Vivo Models to Study MCPyV-Associated MCC.,Viruses,2023-12-17-22-14-37
36367533,PMC10098483,Best practices in surgical and nonsurgical management of head and neck Merkel cell carcinoma: An update.,Mol Carcinog,2023-12-17-22-14-37
36369200,PMC9837646,Mohs micrographic surgery in rare cutaneous tumors: a retrospective study at a Brazilian tertiary university hospital.,An Bras Dermatol,2023-12-17-22-14-37
36381409,PMC9637951,The role of altered microRNA expression in premalignant and malignant head and neck lesions with epithelial origin.,Health Sci Rep,2023-12-17-22-14-37
36394062,PMC9649309,Development of Merkel Cell Carcinoma in a Patient Receiving Rituximab.,Case Rep Oncol Med,2023-12-17-22-14-37
36404405,PMC9683062,Challenges documenting racial disparities in Merkel cell carcinoma.,Cancer Biol Ther,2023-12-17-22-14-37
36428641,PMC9688650,Merkel Cell Polyomavirus (MCPyV) and Cancers: Emergency Bell or False Alarm?,Cancers (Basel),2023-12-17-22-14-37
36428746,PMC9688183,Merkel Cell Carcinoma of the External Ear: Population-Based Analysis and Survival Outcomes.,Cancers (Basel),2023-12-17-22-14-37
36450381,PMC9716995,Ipilimumab plus nivolumab in avelumab-refractory Merkel cell carcinoma: a multicenter study of the prospective skin cancer registry ADOREG.,J Immunother Cancer,2023-12-17-22-14-37
36457033,PMC9714215,Prevalence of 13 polyomaviruses in actinic keratosis and matched healthy skin samples of immunocompetent individuals.,Infect Agent Cancer,2023-12-17-22-14-37
36461055,PMC9716679,Intradural extramedullary cervical metastasis from Merkel cell carcinoma: a case report and literature review.,Chin Neurosurg J,2023-12-17-22-14-37
36466754,PMC9710431,An Unusual Presentation of Merkel Cell Carcinoma in the Setting of Immunosuppression on TNF-Alpha Inhibitor Therapy.,Case Rep Dermatol,2023-12-17-22-14-37
36483235,PMC9724720,Primary cutaneous adenoid cystic carcinoma of the scalp: dermatosurgical approach with favourable outcome.,Dermatol Reports,2023-12-17-22-14-37
36497395,PMC9741306,Management and Prognosis of Cardiac Metastatic Merkel Cell Carcinoma: A Case-Control Study and Literature Review.,Cancers (Basel),2023-12-17-22-14-37
36498833,PMC9739380,Lipid Nanoparticles Delivering Constitutively Active STING mRNA to Stimulate Antitumor Immunity.,Int J Mol Sci,2023-12-17-22-14-37
36499693,PMC9737899,TRK Protein Expression in Merkel Cell Carcinoma Is Not Caused by NTRK Fusions.,Int J Mol Sci,2023-12-17-22-14-37
36506062,PMC9731374,A web-based predictive model for overall survival of patients with cutaneous Merkel cell carcinoma: A population-based study.,Front Endocrinol (Lausanne),2023-12-17-22-14-37
36509593,PMC9984703,Spontaneous regression of Merkel cell carcinoma with positive detection of Merkel cell polyomavirus by PCR and immunohistochemistry.,An Bras Dermatol,2023-12-17-22-14-37
36526485,PMC9984691,"Giant, aggressive Merkel cell carcinoma of the right arm.",An Bras Dermatol,2023-12-17-22-14-37
